ID,Title,Abstract,Text,Topic type,Categories,Author,Date added,Version date,Note
98,Verfaulen,,"Verfaulen oder Fäulnis ist eine natürliche Form der Gärung. Durch Sauerstoffmangel zersetzen Mikroorganismen Lebensmittel. Hierbei entstehen Propionsäure, Essigsäure, Ethanol, Amine, Ammoniak und Schwefelwasserstoff. Letztere sind auch für den unangenehmen Geruch verantwortlich. Neben dem Geruch sind bei eiweißreichen Lebensmittel wie z.B. Fisch oder Fleisch eine gelb- grünliche Verfärbung sowie Schleim deutliche Anzeichen für Fäulnis.

Bei z.B. Säften werden beim Verfaulen Kohlenhydrate durch wilde Hefen abgebaut. Erste Anzeichen sind Schaum auf dem Saft. Das Gas Kohlenstoffdioxid entsteht und macht den Saft prickelnd. Auch lässt sich der entstehende und im Fäulnisprozess steigende Alkoholgehalt riechen.

Ist noch kein Schimmel zu sehen, reicht es bei den meisten Lebensmittel aus die faule Stelle großflächig herauszuschneiden. Ausnahme sind sehr wasserreiche Lebensmittel wie z.B. Tomaten, Salatgurken, Pflaumen, Pfrsiche.

Druckstellen haben übrigens nichts mit dem Verfaulen zu tun. Druckstellen sind Schäden im Gewebe. Dort ist der Vitamingehalt niedriger, ansonsten sind Druckstellen unbedenklich. 

## Quellen

. https://de.wikipedia.org/wiki/F%C3%A4ulnis
. https://www.planet-wissen.de/gesellschaft/essen/frischhalten/pwiesoverderbenlebensmittel100.html#Faeulnis
. https://www.gesundheitstipp.ch/artikel/artikeldetail/angefaulte-fruechte-noch-essbar/
. https://www.gemuesehofhoerz.de/files/hoerz/05-rezepte%20und%20warenkunde/bilder%20oekokiste/Lagertipps-verband.pdf",risks,"Meats
Fishes
Fresh fruits
Fresh vegetables
Fruit and vegetable juices",Micha Gattinger,2020-08-05,2020-08-27,
99,Pökeln,,"Pökeln ist eine einfache Methode, frisches Fleisch und frischen Fisch zu konservieren. Pökeln entzieht dem Fleisch einen Teil der Flüssigkeit (freies Wasser). Dadurch wird das Bakterienwachstum gehemmt, das Fleisch verliert an Gewicht und die Fleischstruktur wird fester. Wichtig für die Haltbarkeit ist auch, den PH-Wert im Fleisch zu senken (Absäuerung).

Als Basis dient meist Pökelsalz, eine Mischung aus Speisesalz mit einer Beimischung von max. 0,5% Natriumnitrit (NaNO~2~ / E250). Die Beimischung von Natriumnitrit ermöglicht seine wirksame Konservierung gegen bestimmte Keime wie Salmonellen und Clostridium botulinum und sorgt für den Erhalt der roten Fleischfarbe. Die Beigabe von Nitrit vermindert auch das Ranzigwerden des Fettes und sorgt für das Pökelaroma (7).

Nitrit wird, richtig angewendet, während des Reife- bzw. Pökelverlaufes in Stickoxid umgewandelt. Die korrekte Dosierung des Nitritanteiles (maximal 0,5%, im Pökelsalz), die Einhaltung der Reifezeit und Hilfsstoffe wie Natriumascorbat, Ascorbinsäure bzw. Zucker beschleunigen die Umwandlung (8).

Es gibt verschiedene Arten von Pökeln:

* Trockenpökeln (erzielt mit bis zu 50% den höchsten Flüssigkeitsentzug (18))
* Nasspökeln
* Schnellpökeln

https://de.wikihow.com/Schweinefleisch-p%C3%B6keln[Anleitung zum Pökeln]",preservation,Fresh meats,Micha Gattinger,2020-08-05,2020-08-27,"TODO: In sentence “Wichtig für die Haltbarkeit ist auch, den PH-Wert im Fleisch zu senken (Absäuerung).”, clarify if this is done by curing the meat with curing salt, or if this needs other processing or additives."
100,Nitrosamine,,"Alle mit Natriumnitrit, Kaliumnitrat oder den E-Nummer von 250 bis 252 behandelte Fleischarten sollten nicht gegrillt werden da sich beim Grillen das krebserregende Nitrosamine bildet. Ein schonendes Erwärmen in einem Wasserbad ist unbedenklich.",risks,Raw cured ham,Micha Gattinger,2020-08-05,2020-08-27,TODO: Add “Cured meats” once there is such a category.
101,Einkochen,,"Einkochen ist eine schnelle und mit einfachen Mitteln umsetzbare Methode, um Obst, Gemüse und Fleisch haltbar zu machen. Einkochen bedeutet, frische Lebensmittel durch Hitzebehandlung und Luftabschluss ungekühlt lange haltbar zu machen.

## Arten des Einkochens

Grundsätzlich gibt es folgende Arten des Einkochens:

* *Pasteurisation.* Für Lebensmittel mit einem pH von weniger als 4,5 (10).
* *Dampfsterilisation.* Für Lebensmittel mit einem pH von mehr als 4,5 (11).

## pH-Werte von Lebensmitteln

Der pH-Wert von Lebensmitteln entscheidet über die Art des Einkochens. Die Angaben der pH-Werte von Lebensmittel sind oft widersprüchlich (insbesondere in Online-Quellen). Für das Einkochen ist der pH-Wert von unverdauten Lebensmitteln entscheidend. Die Tabellen in Säure-Basen-Diätratgebern sind für das Einkochen nicht geeignet, da sich auf den pH-Wert während der Verstoffwechslung im Körper beziehen (9). Alle pH-Werte sind außerdem Richtwerte, die in der Praxis schwanken können. Es empfiehlt sich daher immer, den pH-Wert mit einem pH-Meter selbst zu bestimmen.

Quellen: https://www.edu.tum.de/fileadmin/tuedz01/www/Sch%C3%BClerkonferenz/Facharbeiten_2007/sophia_betzler.pdf[1], https://www.wrigley-dental.de/images/itempics/item_407_pdf_1.pdf[2].",preservation,"Fresh meats
Raw fishes
Fresh fruits
Fresh vegetables",Micha Gattinger,2020-08-05,2020-08-27,
102,Pasteurisation,,"Pasteurisation ist für Lebensmittel mit einem pH von weniger als 4,5 geeignet (10). Bei der Pasteurisation bewegt sich die Temperatur meist im Bereich von 60 - 100 °C. Diese Art des Haltbarmachens ist insbesondere geeignet für manche Arten von Obst und Gemüse. Auch Rohmilch, Fisch und Fleisch werden in der industriellen Produktion pasteurisiert, wodurch sich allerdings nur eine recht begrenzte Haltbarkeit ergibt. Für Details vergleiche die Artikel zu den entspr. Lebensmitteln.

Siehe auch: [Einkochzeiten für Obst und Gemüse](http://www.einkochen.info/einkochzeiten/).",preservation,"Fresh fruits
Fresh vegetables",Micha Gattinger,2020-08-05,2020-08-27,"TODO: Insert internal Hyperlinks to the articles about pasteurizing milk, fish and meat, once a mechanism for such hyperlinks has been developed."
103,Ultrahocherhitzen,,"Rohmilch enthält Mikroorganismen und Keime. Gleichzeitig hat Rohmilch einen pH-Wert von 6,8. Um Lebensmittel mit einem pH-Wert von mehr also 4,5 dauerhaft haltbar zu machen, müssen diese sterilisiert werden. Bei Milch geschieht dies mittels einer Ultrahocherzitzung für 2-3 Sekunden bei 135 - 150 °C. Diese H-Milch ist auch mikrobiologisch noch lange nach dem Ablauf des Mindesthaltbarkeitsdatums genießbar, der Geschmack kann sich aber verändern. (https://de.wikipedia.org/wiki/Ultrahocherhitzung[Quelle])

In jedem Fall lohnt sich eine Überprüfung der abgelaufenen Milch bevor diese weggeworfen wird (https://de.wikihow.com/Erkennen-ob-Milch-schlecht-ist[Anleitung]).",assessment,UHT Milks,Micha Gattinger,2020-08-05,2020-08-27,
104,Pasteurisieren,,"Frischmilch ist nur pasteurisiert, was aufgrund ihres pH-Wertes von 6,8 ungünstig ist. Deshalb ist Frischmilch nur sehr kurz haltbar. Hier wird die Milch für 15 - 30 Sekunden auf 72 - 75 °C erhitzt und möglichst schnell auf max. 4,4 °C abgekühlt. Durch diese Variante kommt es zu einem minimalen Nährstoffverlust gegenüber der Rohmilch und die Milch ist für mehrere Wochen gekühlt haltbar. Wenn die Milch nicht innerhalb von 4 Stunden nach dem Erhitzen auf 4,4 °C herabgekühlt wurde, war das Pasteurisieren nicht erfolgreich und muss wiederholt werden.

In jedem Fall lohnt sich eine Überprüfung der abgelaufenen Milch bevor diese weggeworfen wird (https://de.wikihow.com/Erkennen-ob-Milch-schlecht-ist[Anleitung]).",assessment,Fresh milks,Micha Gattinger,2020-08-05,2020-08-27,
105,Pasteurisieren,,"Pasteurisieren von Milch ist aufgrund des pH-Wertes von 6,8 ungünstig aber macht Rohmilch zumindest für wenige Wochen gekühlt haltbar. Beim Pasteurisieren wird die Milch für 15 - 30 Sekunden auf 72 - 75 °C erhitzt und möglichst schnell auf max. 4,4 °C abgekühlt. Durch diese Variante kommt es nur zu einem minimalen Nährstoffverlust gegenüber der Rohmilch. Wenn die Milch nicht innerhalb von 4 Stunden nach dem Erhitzen auf 4,4 °C herabgekühlt wurde, war das Pasteurisieren nicht erfolgreich und muss wiederholt werden.

Pasteurisieren von Milch ist im Haushalt möglich: https://de.wikihow.com/Milch-pasteurisieren[Anleitung].",preservation,Raw milks,Micha Gattinger,2020-08-05,2020-08-27,
106,Haltbarkeit von kühlpflichtigen Konserven,,"Obwohl diese Lebensmittel einen pH über 4,5 besitzen, werden viele Produkte nur pasteurisiert. In Halbkonserven (s.15.1) verpackt sind diese maximal 6 Monate bei 4 Grad Lagerung haltbar. In Dreiviertelkonserven (s.15.2) maximal 12 Monate bei bis 7 Grad Lagertemperatur.",assessment,"Canned meats
Canned fishes",Micha Gattinger,2020-08-05,2020-08-27,
107,Dampfentsaften,,"Diese Art ermöglicht eine schnelle und mit wenig Ausstattung realisierbare Pasteurisierung von frischem Obst und Gemüse. Dampfentsafter für den Hausgebrauch haben einen Fruchtkorb bis max. 10 Liter. Daraus lässt sich max. 5 Liter Saft generieren. Durch die nicht übermäßige Hitze werden viele Vitamine erhalten. Praktisch ist auch, dass der Saft direkt in vorher sterilisierte Flaschen abgefüllt werden kann. Die Temperatur des Saftes darf hierfür bis 65 Grad abkühlen. Das Wasser im untersten Behälter wird auf einem Herd oder einer offenen Feuerstelle zum Kochen gebracht. Der so gewonnene Dampf gelangt durch die Erhöhung in dem mittleren Behälter in den Fruchtkorb. Der so gelöste Saft tropft in den mittleren Behälter und wird dort aufgefangen. Das System arbeitet drucklos.

Bei größeren Geräten (Fruchtkorb ab 40cm Höhe) muss mit Dampfdruck und dafür geeignete Behälter gearbeitet werden. Druckloser Dampf kann nicht mehr durch die komplette Füllmasse durchdringen. Es wird dann nicht der komplette Saft gewonnen (20).",preservation,"Fresh fruits
Fresh vegetables",Micha Gattinger,2020-08-05,2020-08-27,
108,Säfte pasteurisieren,,Erreicht der Saft 75 °C so wird nach 25 Sekunden die Keimzahl von Hefen von 10 000 koloniebildenden Einheiten pro ml auf 1000 reduziert. Der Gärprozess wird damit unterbunden. Andere Arten Keime werden bei dieser Temperatur und Zeit abgetötet (25).,preservation,"Fresh fruit juices
",Micha Gattinger,2020-08-05,2020-08-27,TODO: Add category “Fresh vegetable juices” once available in the OFF taxonomy.
109,Dampfsterilisation,,"Bei Lebensmitteln mit einem pH-Wert von mehr als 4.5 kann bei bloßem Pasteurisieren (einfaches „Einkochen“) die Gefahr einer Lebensmittelvergiftung durch den Giftstoff (Toxin) und Sporen des Bakteriums Clostridium botulinum bestehen. Für die Auskeimung der Sporen sind Temperaturen zwischen 4 und 48 °C und weniger als 2% Sauerstoffgehalt ideal, also genau die Bedingungen im eingekochten Zustand (16).

Das Toxin wird inaktiviert durch Erhitzen auf eine Kerntemperatur von 80 °C für mindestens 5 Minuten. Das Bakterium selbst und seine Sporen werden erst bei einer Kerntemperatur von 120 °C für mind. 3 Minuten abgetötet (12).

Deshalb wird hier die Sterilisation nach dem 12-D Konzept (13) durchgeführt. Geeignet sind Blechkonserven und Glasbehälter. Wichtig ist, das Füllgut 20 Minuten auf 121 °C bei 2 bar Druck zu erhitzen. Alternativ 5 Minuten auf 134 °C bei 3 Bar Druck. Besteht der Verdacht auf BSE verseuchtes Fleisch, kann für 18 Minuten bei 134 °C und 3 Bar Druck erhitzt werden, um diese Prione im Fleisch komplett abzutöten (14).

Bei der Dampfsterilisation ist es unwichtig, ob das Fleisch zu Beginn roh oder gekocht ist. Bei rohem Fleisch wird keine Flüssigkeit zusätzlich beigegeben, da das Fleisch bei der Dampfsterilisation eigene Flüssigkeit verliert, welche dann den Behälter zusätzlich füllt (17). Fleisch nie mit Mehl, Stärke oder eingedickter Sauce einkochen und auch keine Milchprodukte dazugeben!

https://de.wikihow.com/Fleisch-einkochen[Anleitung zur Dampfsterilisation von Fleisch]",preservation,Fresh meats,Micha Gattinger,2020-08-05,2020-08-27,
110,Kalträuchern,,"Kalträuchern ist ein Verfahren zur Haltbarmachung von Fleisch und Fisch, aber auch z.B. Käse. Durch die geringe Temperatur bleiben die Nährstoffe in den Lebensmitteln erhalten. Räuchertemperatur: 15 – 25 °C. Räucher- und Frichluftphasen wechseln sich ab.

Haltbarkeit: wenige Monate bei max. 12 °C.

Räucherdauer:

* Speck und Schinken:  2-3 Wochen
* Lachs: 2-3 Tage
* Leberwurst: 1-2 Tage
* Bergkäse: ca.2 Stunden
* Gänsebrust: ca. eine Woche

Quellen: https://www.chefsculinar.de/setzen-sie-ein-rauchzeichen-raeucherarten-23824.htm[1], http://www.raeucherofen-tipps.de/vorgehensweise-kaltraeuchern-warmraeuchern-heissraeuchern/[2]",preservation,"Fresh meats
Poultries
Raw fishes",Micha Gattinger,2020-08-05,2020-08-27,"TODO: Replace category “Poultries“ with “Fresh poultries”, once available in the OFF taxonomy."
111,Warmräuchern,,"Räuchertemperatur: 30 - 50 °C

Räucherdauer:

* Kassler: ca. 120 Minuten (je nach Dicke)
* Weichkäse: ca. 70 Minuten
* Bierschinken: ca. 60 - 100 Minuten

Haltbarkeit: wenige Wochen


Quellen: https://www.chefsculinar.de/setzen-sie-ein-rauchzeichen-raeucherarten-23824.htm[1], http://www.raeucherofen-tipps.de/vorgehensweise-kaltraeuchern-warmraeuchern-heissraeuchern/[2]",preservation,"Fresh meats
Poultries
Raw fishes",Micha Gattinger,2020-08-05,2020-08-27,"TODO: Replace category “Poultries“ with “Fresh poultries”, once available in the OFF taxonomy."
112,Heißräuchern,,"Heißräuchern ist bei frischem Fleisch und Fisch eine rein geschmackliche Behandlung und eignet sich nicht zur Haltbarmachung. Denn durch Temperaturen über 70 °C gerinnt das Eiweiß und so kann während des Wassers dann kaum noch Wasser entweichen.

Quellen: https://www.chefsculinar.de/setzen-sie-ein-rauchzeichen-raeucherarten-23824.htm[1], http://www.raeucherofen-tipps.de/vorgehensweise-kaltraeuchern-warmraeuchern-heissraeuchern/[2]",preservation,"Fresh meats
Poultries
Raw fishes",Micha Gattinger,2020-08-05,2020-08-27,"TODO: Replace category “Poultries“ with “Fresh poultries”, once available in the OFF taxonomy."
113,Gefriertrocknen,,"Bei diesem Verfahren der Haltbarmachung wird die https://de.wikipedia.org/wiki/Sublimation_(Phasen%C3%BCbergang)[Sublimation] von Eis in Dampf in Kombination mit Vakuum genutzt. Dieser Prozess ist sehr energie- und damit kostenintensiv. Dafür bleiben die Lebensmittel in ihrer urspünglichen Form mit allen Nährstoffen erhalten.

Wichtig ist, die Lebensmittel, welche gefriertrocknet werden sollen, zuerst in recht dünne Scheiben zu schneiden und einzufrieren. Wenn die Lebensmittel komplett durchgefroren sind, können diese in einen Druckbehälter mit einer  Temperatur von ca. +20 °C nebeneinander und mit etwas Abstand auch übereinander gelegt werden. Nachdem die Vakuumpumpe einen Druck von 6 mbar oder weniger erreicht hat, sublimiert das Eis, bedingt durch den Temperaturunterschied zwischen gefrorenen Lebensmitteln und dem warmen Druckbehälter. Bei der Sublimation wird thermische Energie aus der Umgebungstemperatur aufgenommen. Wichtig ist deshalb, die Temperatur in diesem Druckbehälter durch z.B. Sonneneinstrahlung konstant zu halten. Wären die Lebensmittel nicht tiefgefroren, würde das Wasser bei diesem Unterdruck anfangen zu kochen.

Um das von den Lebensmitteln abgegebene Wasser nicht in die Unterdruckpumpe zu bekommen wir dieser Behälter mit einem tiefgekühlten zweiten Druckbehälter fest verbunden. Der Temperaturunterschied zwischen den beiden Behältern bewirkt ein Kondensieren des Wasserdampfes an den kalten Wänden des tiefgefrorenen Behälters. Die Unterdruckpumpe saugt somit keine Feuchtigkeit an und wird geschont.

Die Gefriertrocknung ist auch ganz ohne Fremdenergie im Winter bei eisigen Temperaturen und Sonnenschein im Freien möglich. Hier einfach die gefrorenen Lebensmittelscheiben nebeneinander auf ein Gitterrost an einen luftigen Ort in die Sonne legen. Übrigens lässt sich bei solchen Wetterbedingungen auch prima https://www.geo.de/wissen/15727-rtkl-endlich-verstehen-darum-koennen-sie-ihre-waesche-auch-im-winter-draussen-trocknen[Wäsche im Freien trocknen].",preservation,"Fresh meats
Poultries
Raw fishes",Micha Gattinger,2020-08-05,2020-08-27,"TODO: Replace category “Poultries“ with “Fresh poultries”, once available in the OFF taxonomy."
114,Lufttrocknen,,"Lufttrocknen ist eine einfache und effektive Art, um jede Art von Fleisch zu konservieren. Geeignet ist rohes wie gekochtes Fleisch. Mageres Fleisch ist am Besten geeignet.

*Anleitung.* Wichtig ist, das Fett so gut wie möglich zu entfernen, denn es kann ranzig werden. Dann das Fleischstück mit Pökelsalz einreiben (25 - 30 g pro kg Fleisch). Dann an einem sonnigen, luftigen Ort an einer Schnur oder kleinere Stücke auf einer Wäschespinne aufhängen und mit einem Moskitonetz als Fliegenschutz komplett zudecken. Im Winter kann man Fleisch um Haus z.B. über einem Holzofen trocknen. Wichtig ist, dass Luft an dem Fleisch entlangstreifen kann. So werden den Fleischfasern bis zu 90% des Wassers im Gewebe entzogen. Die Trockenzeit beträgt 1 - 2 Wochen. Eine Trockentemperatur von mehr als 65 °C tötet zusätzlich Keime ab.

Das Fleisch hält sich so mindestens ein Jahr und üblicherwise 2 - 3 Jahre ohne Kühlung.

Quellen: https://www.diepresse.com/4804679[1], https://survival-kompass.de/trockenfleisch[2]",preservation,Meats,Micha Gattinger,2020-08-05,2020-08-27,
115,Lufttrocknen,,"Das Lufttrocknen ist eine der ältesten Konservierungsmethoden und einfach umsetzbar. Bedingungen hierfür sind ein luftiger, vor Regen geschützter und warmer Ort, ein Moskitonetz o.ä. gegen Fliegen und eine trockene, luftdurchlässige Unterlage bzw. eine Möglichkeit zum Aufhängen. Im Sommer ist ein https://www.hs-aalen.de/uploads/mediapool/media/file/5775/Bau_eines_D_rrobsttrockners.pdf[Solartrockner] ideal. Im Winter kann man z.B. über einem Holzofen trocknen.

Obst und Gemüse in dünne Scheiben schneiden und einzeln nebeneinander legen. So erhöht sich die Verdunstungsfläche, was die Trocknung beschleunigt. Optimale Trockentemperatur 40 °C. Temperaturen über 60 °C vermeiden, da sonst Vitamine vernichtet werden und Eiweiße gerinnen.

https://www.wir-leben-nachhaltig.at/unsere-tipps/essen-trinken/obst-und-gemuese-trocknen/[Quelle]",preservation,"Fresh fruits
Fresh vegetables",Micha Gattinger,2020-08-05,2020-08-27,
116,Dörren,,"Ein Dörrautomat oder Umluft-Backofen hat den Vorteil, dass er unabhängig von klimatischen Bedingungen eingesetzt werden kann. Ein Dörrautomat ist dabei die bessere aber auch in der Anschaffung teurere Lösung. Nachteil beim Backofen ist der hohe Energiebadarf (Stromkosten). Auch ist die Dörrtemperatur von max. 60 °C am Backofen schlecht einstellbar. Temperaturen über 60 °C vermeiden, da sonst Vitamine vernichtet werden und Eiweiße gerinnen. Beim Dörren im Backofen muss, damit die Feuchtigkeit entweichen kann, die Ofentür einen Spalt geöffnet bleiben.

## Trockenzeiten bei ca. 55 °C

* Apfelscheiben ca. 13 Std.
* Kiwischeiben ca. 16 Std.
* Mangoscheiben ca. 14 Std.
* Pflaumenhälften ca. 21 Std.
* Fleisch (Materialdicke 2 - 3 mm) ca .10 Std.

Es handelt sich um grobe Richtwerte, die je nach Materialdicke schwanken.",preservation,"Fresh fruits
Fresh vegetables
Meats",Micha Gattinger,2020-08-05,2020-08-27,
117,Haltbarkeit getrockneter Lebensmittel,,Getrocknete Lebensmittel können bei geeigneter Lagerung mehrere Jahre halten. Da getrocknete Lebensmittel jederzeit wieder Feuchtigkeit aufnehmen können ist eine trockene Lagerung besonders wichtig.,assessment,"Dried fruits
Dried vegetables
Dried meats",Micha Gattinger,2020-08-05,2020-08-27,"TODO: Add more details about what means “dry storage”.
TODO: Add a category “Dried fishes” once available in the OFF taxonomy."
118,Einlegen,,"Beim Einlegen werden Lebensmittel in einem Sud aus Essig, Salzwasser, Alkohol oder Olivenöl eingelegt. Die Sauerstofzufuhr wird somit gestoppt.

Lebensmittel mit einem pH über 4,5 sollten mit heißem Sud übergossen werden („heiß einlegen“). Dann die Einmachgläser schnell verschließen so dass ein Vakuum im Behälter entstehen kann.",preservation,,Micha Gattinger,2020-08-05,2020-08-27,TODO: Add the correct categories.
119,Fermentieren,,"Das auch „sauer einlegen“oder „Spontangärung“ genannte Verfahren ist eine der ältesten Wege, Lebensmittel zu konservieren. Fermentieren eignet sich für fast alle Obst- und Gemüsesorten, Fleisch und Fisch, Nüsse, Samen, Hülsenfrüchte und Körner sowie für Milchprodukte und funktioniert ganz ohne Fremdenergie.

Bei der Fermentierung wandeln Mikroorganismen Zucker (Kohlenhydrate) in Milchsäure um. Die für die Fermentation benötigten Zutaten befinden sich bereits im Lebensmittel. Die Zugabe von Starterkulturen beschleunigt den Vorgang, ist aber nicht nötig. Bei Lebensmitteln mit  einem natürlichem pH-Wert von über 4,5 wird dieser durch die Fermentation auf einen pH- wert von 4,0 und weniger verringert (die Beigabe der richtigen Menge Salz beachten). Das verhindert die Bildung von z.B. Clostridium botulinum.

Fertig fermentierte Lebensmittel dürfen nicht mit Metall in Verbindung kommen. Die entstandene Säure reagiert mit bestimmten Metallen und sorgt für ein Verderben der fermentierten Lebensmittel.

Quellen: https://www.dlr.rlp.de/Internet/global/themen.nsf/b81d6f06b181d7e7c1256e920051ac19/6f1f388f1edc7333c12582f300338920?OpenDocument[1], 
https://schrotundkorn.de/essen/milchsaures-wirkt-wie-ein-besen-im-darm[2]",preservation,"Fresh fruits
Fresh vegetables
Fresh meats
Raw fishes
Nuts
Seeds
Legumes
Milks",Micha Gattinger,2020-08-05,2020-08-27,"TODO: Currently, “Grains” is a synonym for “Seeds”. That is not exact, and should be made into its own independent category. After that, “Grains” should also be added to the categories of this topic."
120,Kahmschicht beim Fermentieren,,"Fermentierte Lebensmittel, welche viel Chili oder Paprika enthalten, können auf der Säureoberfläche ein graues Häutchen bilden. Diese Kahmschicht ist ungefährlich, wenn sie nicht mit den Lebensmittel in Berührung kommt, also ausreichend Lake zwischen dieser Schicht und den Lebensmittel ist.

https://nietsch.de/images/5033.pdf[Quelle]",assessment,Fermented foods,Micha Gattinger,2020-08-05,2020-08-27,TODO: Add categories of self-fermented food items.
121,Direktentsaften,,"Kalt verpresstes Obst und Gemüse erhält den Saft im Ursprung. Eine Schraub- Pack- oder Schneckenpresse gewährleistet eine maximale Saftausbeute.

Einige Steinobstfrüchte (z.B. Aprikosen, Kirschen, Pfirsiche, Äpfel, Pflaumen, Avocados, Birnen,  Nektarinen, Mangos) enthalten im Kern geringe Mengen an Blausäure. Gerade bei der mechanischen Verpressung und dem Zerkleinern können diese Stoffe in den Saft gelangen. Der Siedepunkt von Blausäure liegt bei 26 °C (24) und verflüchtigt sich beim Abkochen.",preparation,"Fresh fruits
Fresh vegetables",Micha Gattinger,2020-08-05,2020-08-27,
122,Fruchtessig,,"Aus Äpfeln bzw. Apfelresten aber auch mit anderen Obtsorten lässt sich sehr gut Essig herstellen. Der Essig eignet sich hervorragend zum Einlegen von Lebensmiteln (s. 4.5).

## Verfahren

. Zerkleinerte Apfelstücke (auch Schale und Gehäuseteile) in ein sterilisiertes Gefäß geben.
. 1 kg Äpfel in ein geeignetes Gefäß (z.B. Einmachglas) geben und 2 Esslöffel Zucker zugeben.
. Mit Wasser die Früchte gut bedecken und die Gefäßöffnung mit einem sauberen Tuch abdecken.
. Regelmäßig umrühren um Schimmelbildung zu vermeiden.
. Nach spätestens zwei Wochen sind die Früchte nach unten gesunken und der Essiggeruch ist ausgeprägt.
. Dieser Rohessig muss nun durch ein sauberes Tuch gesiebt in ein weiteres, steriles Gefäß umgefüllt  und wieder mit einem sauberen Tuch abgedeckt werden.
. Nach weiteren 4-6 Wochen ist der eigene Essig fertig.

Siehe auch: https://www.smarticular.net/apfelessig-und-anderen-fruchtessig-ganz-einfach-selbst-herstellen/[Detailierte Anleitung].",reuse_and_recycling,Fresh fruits,Micha Gattinger,2020-08-05,2020-08-27,
